43,43,21,43,21,43,43,43,43,44,43,21,43,43,21,21,44,43,44,44,43,44,44,44,44,43,21,44,44,43,43,21,44,44,43,21,43,21,43,44,21,44,43,44,21,21,43,44,21,44,43,21,21,21,44,43,21,21,44,44,21,21,43,44,21,21,21,21,43,43,21,21,44,21,21,44,21,21,44,44,21,43,43,44,44,43,21,44,21,44,44,21,21,21,43,43,21,43,21,21,21,44,43,44,21,21,21,44,44,21,43,21,43,43,43,21,21,21,43,21,21,43,21,21,43,43,43,43,21,44,44,44,44,21,21,44,44,44,21,44,21,21,21,44,43,43,44,44,43,44,44,21,21,44,44,21,44,44,21,43,21,44,44,43,43,21,21,44,21,21,21,43,43,21,44,21,44,21,21,44,44,44,43,21,43,21,21,44,44,43,44,21,21,21,44,44,44,44,43,21,44,43,43,44,21,44,44,21,44,43,21,43,21,21,44,44,43,44,44,44,43,44,44,43,43,44,44,43,43,43,21,21,43,43,43,21,21,44,43,44,43,43,43,21,44,43,44,43,21,44,21,21,43,44,43,21,44,43,21,43,43,21,44,44,43,44,43,21,44,43,21,43,21,43,44,43,43,44,21,44,44,44,43,43,21,21,44,21,43,43,21,43,44,21,43,44,44,43,21,44,43,21,43,44,43,21,21,43,44,43,44,21,21,21,21,21,44,21,44,43,44,21,21,21,21,43,21,43,44,43,21,43,43,44,21,44,44,21,44,43,21,43,43,21,44,44,44,21,44,21,44,43,43,43,44,44,21,43,43,21,44,21,21,44,43,21,44,44,21,43,44,44,21,21,43,21,44,43,43,44,21,21,44,21,44,21,21,21,44,21,44,43,44,44,44,44,44,21,21,43,43,21,44,21,43,43,43,44,44,43,21,21,43,44,44,44,43,21,21,43,44,44,44,44,21,44,21,44,43,43,21,44,21,21,43,21,44,43,43,21,21,44,44,43,43,21,44,43,21,21,43,21,43,21,21,44,44,43,43,43,44,43,21,21,44,43,44,44,43,44,21,21,43,21,44,21,44,21,21,44,43,43,21,21,44,21,21,43,43,43,44,43,43,43,21,44,21,21,44,44
44,21,21,43,21,43,21,21,21,21,21,21,44,44,44,21,44,43,44,21,43,44,21,43,21,44,21,43,44,21,43,43,44,44,21,44,43,43,21,44,43,21,21,21,43,44,21,21,44,43,21,21,44,44,43,43,44,21,43,43,43,43,21,44,44,43,44,44,21,44,43,43,21,21,43,21,44,44,43,44,21,21,44,44,21,44,43,43,43,21,43,44,21,21,21,21,44,43,43,44,43,43,43,43,43,43,21,21,44,21,21,44,44,43,21,21,21,43,21,44,44,44,44,43,43,44,44,21,21,43,44,43,44,21,43,21,43,44,44,44,21,43,21,43,43,43,21,21,21,43,21,43,43,43,43,21,21,44,44,44,21,43,21,21,44,43,44,43,43,43,43,44,44,44,44,43,44,21,44,43,43,43,43,44,43,21,21,21,44,44,44,21,21,21,44,44,44,21,44,43,21,21,44,43,43,21,21,43,43,43,43,44,44,21,43,43,43,21,44,43,43,44,21,43,44,43,21,21,21,43,43,21,21,43,43,43,21,44,44,43,44,43,21,43,21,21,43,43,21,43,43,21,44,21,43,43,43,43,21,43,21,44,21,43,21,43,43,43,44,44,43,43,44,43,43,21,43,44,44,44,21,44,21,21,43,43,43,43,43,43,44,44,44,44,43,43,21,21,21,43,21,44,43,43,44,21,43,21,44,44,21,44,43,43,21,43,21,21,21,21,44,44,21,21,44,21,21,21,43,43,44,43,43,21,44,43,43,43,44,43,44,21,44,21,44,43,43,21,44,21,21,44,44,43,44,43,44,21,43,43,43,44,44,44,43,43,44,21,21,43,44,44,43,44,21,21,21,44,43,21,21,21,21,44,44,21,43,44,44,43,43,44,43,44,44,21,21,21,43,21,43,43,44,43,21,21,44,43,44,43,43,43,21,43,21,43,21,43,21,44,43,21,43,44,44,44,21,44,21,21,44,44,21,21,43,43,21,21,44,43,44,43,44,21,21,21,43,43,44,44,44,21,43,43,21,43,43,43,21,21,21,43,43,43,44,43,43,44,43,21,44,44,21,43,21,43,21,44,43,43,43,44,44,43,44,43,21,44,43,44,44,21,21,44,44,43,44,44,43,43
21,21,43,43,10,11,11,11,12,44,43,43,21,44,43,43,43,43,21,44,44,43,43,44,44,21,43,43,43,44,43,21,21,44,21,44,21,21,44,43,21,44,43,44,43,43,44,43,43,44,43,43,43,21,43,44,44,44,44,44,44,44,43,21,44,44,43,43,44,44,21,44,44,43,44,43,43,44,21,44,44,43,43,44,44,43,43,44,44,21,21,21,44,44,21,43,43,21,43,43,21,21,44,44,43,21,43,43,43,21,44,44,43,21,21,43,21,21,43,43,43,21,43,43,21,44,21,43,43,21,21,21,21,43,43,21,43,43,21,44,44,43,43,44,21,43,21,43,21,44,44,44,21,21,21,44,44,43,43,44,44,44,21,43,21,44,21,43,44,44,43,43,43,44,44,21,21,44,21,44,44,43,44,43,43,43,43,43,21,21,43,21,44,21,21,44,21,43,44,44,43,21,21,21,44,21,43,44,21,43,44,43,44,43,43,21,21,44,21,43,44,44,21,43,44,21,21,21,44,21,44,44,44,44,44,43,43,21,43,43,21,21,44,43,44,43,21,44,21,44,21,44,21,21,21,21,43,44,43,21,44,21,21,43,43,44,43,21,44,44,43,21,21,21,44,44,43,43,44,43,43,21,21,44,21,43,44,21,44,21,44,44,44,44,43,21,43,43,21,43,44,21,44,21,21,44,43,21,21,43,21,21,44,21,43,44,43,21,43,44,21,44,43,44,43,43,44,21,21,43,43,43,43,43,43,44,43,44,44,44,43,43,44,43,44,43,21,21,43,44,21,43,43,21,21,44,43,21,21,21,43,21,43,44,43,21,44,44,21,43,43,21,21,21,21,21,43,43,44,44,43,44,21,21,21,44,44,43,43,43,21,21,21,44,21,44,43,44,43,43,43,43,43,44,43,44,44,21,21,44,21,43,44,43,44,21,43,44,44,21,43,44,43,21,44,43,44,44,43,44,44,21,21,44,43,43,44,21,43,44,43,21,44,21,43,44,21,43,44,21,44,43,21,44,44,21,21,44,44,43,43,21,44,43,43,21,44,21,21,43,43,43,43,21,44,21,44,43,21,43,43,44,21,43,44,43,44,44,44,21,43,21,21,21,21,44,43,43,21,43
21,21,44,44,30,31,31,31,32,43,43,21,21,21,43,43,21,21,43,43,21,43,43,44,44,44,21,44,21,44,43,21,43,43,43,43,43,43,21,43,43,44,21,21,21,44,21,44,43,43,21,44,44,21,21,44,21,44,44,43,21,43,44,43,44,21,44,21,44,21,44,21,43,43,21,44,44,43,21,21,43,44,43,44,44,43,44,44,21,43,43,43,44,43,44,44,44,43,21,21,43,21,43,21,21,44,44,21,21,43,21,44,43,43,21,43,44,44,44,44,21,21,21,43,44,43,44,44,44,44,44,44,21,44,43,43,44,44,21,21,43,43,21,43,44,21,43,43,21,44,21,21,43,21,44,43,43,44,43,21,21,44,43,43,21,44,43,43,44,21,21,21,43,21,43,44,21,44,44,43,43,44,44,43,43,43,44,21,21,43,43,44,21,44,21,44,44,44,44,44,43,21,21,21,21,21,21,43,43,44,43,43,44,21,43,43,44,21,44,44,44,21,43,44,43,21,44,43,43,43,43,43,43,44,21,21,21,21,44,21,43,43,44,44,44,44,21,21,44,44,21,21,43,21,43,21,21,44,21,44,44,21,21,43,44,43,44,44,21,44,43,21,43,21,43,44,43,43,21,43,43,44,43,21,21,21,44,21,21,44,21,44,44,21,21,21,21,21,43,44,21,21,21,43,21,21,44,43,44,43,43,44,44,44,44,44,43,43,43,21,21,43,43,21,21,43,21,43,43,44,43,43,43,44,21,44,21,44,21,44,43,43,44,21,44,21,44,43,43,44,21,21,44,21,43,21,21,43,21,43,21,44,21,44,44,44,43,44,43,21,44,44,43,43,43,43,21,43,43,21,21,21,43,44,44,43,43,44,21,44,43,44,43,21,21,21,43,21,43,44,43,44,21,21,44,44,21,43,43,44,21,21,43,21,21,21,21,44,21,43,43,44,21,21,43,21,43,21,43,44,21,43,43,21,43,44,21,21,44,43,21,21,44,43,44,44,21,43,43,43,43,44,44,44,44,44,44,21,44,44,44,43,21,44,43,43,43,43,43,43,44,43,44,21,21,21,43,21,44,44,21,21,44,44,43,44,43,44,21,43,44,43,21,44,43,21,43,43,43,44
21,21,43,21,30,31,31,31,32,43,44,43,21,21,44,21,44,21,21,44,44,43,44,21,21,21,44,44,44,44,21,44,43,43,44,44,44,43,44,43,21,43,21,44,44,21,43,21,43,44,44,43,21,44,43,44,44,44,44,44,43,21,43,43,43,21,43,44,21,43,21,44,21,44,43,43,44,43,21,44,21,43,21,43,43,44,43,43,43,44,44,43,43,43,43,43,43,21,44,21,43,44,43,21,44,43,44,44,43,21,44,43,44,21,44,21,21,21,44,43,43,43,43,21,21,21,44,44,44,44,21,21,44,43,43,43,43,43,21,21,44,43,21,44,21,43,43,44,43,43,21,43,44,44,43,44,44,21,43,43,44,44,43,43,43,21,21,43,21,44,43,43,43,43,44,43,21,44,21,43,21,43,44,21,21,43,44,44,44,43,44,44,44,43,44,43,44,43,43,43,43,44,21,21,43,44,21,44,43,44,43,43,44,21,21,44,44,43,44,44,44,43,21,44,44,21,44,21,21,21,44,44,43,21,43,44,43,21,43,44,21,44,43,44,43,44,21,44,44,21,21,21,43,43,44,21,44,21,43,43,44,21,21,44,44,43,44,21,44,21,44,44,43,21,21,21,44,43,44,43,44,44,44,44,44,44,21,44,43,21,43,44,43,44,43,21,44,43,43,21,43,21,43,21,21,43,44,21,44,44,44,44,44,43,21,44,43,21,44,44,44,21,43,21,44,43,44,43,43,43,44,43,21,21,43,44,21,44,44,43,43,44,44,44,43,43,43,21,43,44,43,21,43,21,44,21,44,44,43,21,43,21,44,43,44,21,44,21,44,44,44,21,44,43,44,43,21,43,43,21,43,44,21,43,43,21,44,43,44,43,43,44,21,44,43,44,21,21,44,44,44,21,43,44,44,44,43,21,44,44,44,44,43,21,43,43,21,44,43,21,43,21,44,21,43,43,44,21,21,43,44,21,21,44,43,21,43,21,21,43,21,43,44,43,43,21,43,21,44,21,43,44,21,43,21,44,44,44,21,44,21,21,21,21,21,21,21,21,21,43,44,44,21,43,43,43,43,43,44,44,21,21,21,44,44,43,21,21,44,44,43,44,21,44,21,21,21,21,21,44
21,44,44,43,30,31,31,31,32,21,44,21,21,43,44,21,21,21,21,21,44,43,43,21,44,21,43,43,44,43,44,21,43,43,43,44,43,43,43,43,43,44,44,44,44,43,21,43,43,21,43,21,43,21,21,44,43,44,44,43,21,44,44,44,21,21,44,43,21,43,44,43,21,43,44,21,21,43,21,21,21,21,21,21,44,21,44,44,21,43,44,21,21,21,43,21,43,43,21,21,21,21,21,43,44,21,43,43,43,44,43,21,43,21,44,44,21,43,43,21,44,43,21,43,44,21,44,43,21,43,44,21,21,44,21,43,44,44,21,21,44,44,44,43,21,44,44,44,21,43,43,21,44,43,21,21,43,21,44,44,43,21,21,44,44,21,21,43,21,44,43,21,44,44,21,43,21,43,21,44,44,43,43,43,21,21,21,21,44,44,44,21,21,43,44,21,43,44,44,43,43,21,44,44,44,44,21,43,44,44,44,44,43,44,44,43,44,21,21,44,21,21,43,44,21,21,21,44,43,43,43,21,21,44,21,44,43,43,43,43,21,43,43,43,44,43,44,43,43,43,43,21,21,44,44,44,21,44,44,43,21,21,21,43,21,21,43,43,21,43,43,44,44,43,43,44,21,21,43,43,44,44,44,44,21,43,21,21,21,43,21,44,44,43,44,44,21,43,21,21,43,21,44,21,21,43,44,21,21,44,21,44,21,21,43,43,44,21,21,21,44,43,44,44,21,43,21,43,44,44,43,43,44,21,21,21,44,44,43,44,21,44,21,44,44,43,21,43,21,21,44,43,21,44,43,43,43,21,43,43,44,43,21,21,44,43,44,44,21,21,43,44,21,21,21,44,44,43,21,21,44,44,44,43,21,43,21,21,43,21,44,44,44,44,21,44,21,21,21,43,21,43,21,44,44,43,43,44,21,43,43,21,21,43,21,43,44,44,44,43,44,43,21,43,43,21,21,43,44,21,44,43,44,44,43,44,43,21,44,44,44,43,44,21,43,43,43,43,44,44,21,44,43,44,43,21,21,44,21,43,21,44,43,44,44,44,44,44,21,44,44,44,44,44,44,43,44,44,44,21,43,43,21,43,44,21,21,44,43,44,44,21,43,44,44,44,44,43,21,44
44,44,21,44,30,31,31,31,32,44,21,21,43,21,44,21,21,44,44,21,21,43,43,44,43,21,43,43,44,21,43,21,44,44,21,43,43,43,44,43,43,44,21,21,21,21,21,43,43,21,21,44,44,21,43,21,43,44,43,44,21,21,43,44,43,44,44,21,21,21,21,43,21,43,44,43,43,44,44,21,43,21,21,43,43,21,44,43,21,43,44,44,43,44,43,44,43,21,44,21,43,21,44,43,44,21,43,21,43,44,21,43,44,43,44,43,21,44,44,43,43,44,44,43,44,44,44,44,43,21,21,43,21,43,44,43,44,44,44,44,43,21,43,21,44,43,43,44,44,44,21,44,43,44,21,21,21,43,21,44,21,21,44,43,43,44,43,43,44,21,43,44,21,44,43,44,43,21,21,21,21,43,21,43,21,44,21,21,43,43,44,21,44,44,44,44,21,44,44,43,21,43,21,21,43,43,43,43,21,43,43,44,43,43,21,43,21,44,21,43,43,43,44,43,21,44,44,44,44,21,21,44,21,44,43,43,44,44,44,43,44,21,43,21,44,44,44,21,44,21,44,43,43,43,43,44,21,21,43,21,21,44,43,21,43,21,21,44,43,43,21,44,44,21,44,44,44,21,43,44,44,21,44,21,21,44,43,44,44,44,44,44,43,44,44,43,21,43,43,21,21,43,44,21,44,43,21,43,43,43,43,43,43,44,44,21,43,43,43,21,21,43,43,43,21,44,21,43,43,21,21,44,43,44,43,21,21,44,21,44,44,43,43,44,21,43,44,44,43,44,21,43,21,21,21,44,44,43,21,21,44,43,21,43,43,21,21,43,21,44,43,44,43,44,21,21,43,21,43,43,21,44,21,43,44,21,44,43,44,43,43,43,44,43,44,43,44,21,43,44,44,44,44,21,21,21,21,43,44,21,44,21,43,21,21,44,44,21,43,21,44,44,21,21,44,43,43,43,21,43,43,44,44,44,43,21,21,21,44,44,43,44,21,21,21,44,21,21,21,21,44,43,44,44,44,44,44,43,43,44,44,21,44,21,21,44,21,44,44,43,21,21,21,21,44,21,43,44,44,43,21,44,21,43,44,43,21,43,21,21,44,43,44,43,21,44,21,21,21,44
43,43,43,44,30,31,31,31,32,44,44,21,43,44,44,21,44,44,21,43,44,44,43,21,21,44,44,21,43,44,43,44,21,43,43,43,21,44,43,43,21,44,43,21,21,44,43,44,43,43,43,44,21,21,21,21,43,21,44,44,43,44,21,43,21,43,43,44,43,21,44,43,21,21,21,43,21,43,44,21,21,21,21,21,21,21,21,44,43,21,21,21,44,43,43,43,21,44,43,44,21,43,21,43,43,43,21,44,43,44,21,44,21,44,44,44,43,44,44,43,43,43,43,21,21,44,44,44,44,43,43,21,44,43,21,21,43,21,43,21,44,43,43,44,44,43,44,43,21,21,21,43,44,21,21,43,43,44,43,43,44,43,43,21,21,43,44,21,21,44,44,21,21,43,43,43,44,43,43,44,21,43,43,21,44,44,21,21,44,43,44,43,43,21,21,21,44,44,21,44,21,21,43,21,21,44,43,44,43,44,44,44,44,43,43,21,44,44,44,21,43,21,44,44,44,44,44,43,21,44,44,44,44,21,43,44,44,44,21,43,43,21,44,44,21,43,21,43,44,21,44,21,44,43,43,44,43,21,43,44,21,21,21,44,21,44,21,44,43,21,21,21,21,43,44,44,43,44,44,21,44,44,21,21,21,44,43,44,44,43,44,21,43,44,21,21,43,44,44,43,43,21,43,43,44,44,43,43,43,44,21,43,43,21,21,44,43,43,43,44,44,44,21,43,21,43,44,43,43,44,21,21,43,21,21,44,21,43,44,43,44,44,21,21,21,44,21,43,44,44,44,21,44,21,21,21,44,21,43,44,21,43,44,21,44,44,43,43,44,21,43,43,43,43,44,43,21,21,43,44,44,21,21,43,43,43,43,44,21,21,21,44,44,43,44,43,21,44,43,21,21,21,43,44,21,21,21,44,43,44,43,43,44,21,43,44,44,21,21,44,43,43,21,43,44,43,44,43,44,43,43,44,21,44,21,44,44,44,43,43,43,44,44,44,44,44,21,44,21,44,21,43,21,21,21,44,43,44,43,43,21,43,43,44,44,44,43,44,21,21,21,44,21,21,44,21,43,44,44,44,21,44,44,21,44,44,21,44,44,44,21,21,21,21,21,21,44,44,44,43
44,21,43,21,30,31,31,31,32,43,21,44,21,21,43,43,21,43,44,21,21,44,44,43,21,43,21,43,43,44,21,44,44,44,44,43,44,44,44,21,21,44,43,44,43,21,21,21,44,21,21,21,44,43,21,44,44,43,21,21,43,43,43,21,44,44,43,43,21,21,44,44,43,21,44,21,21,44,43,21,43,43,21,44,44,43,21,43,43,43,44,21,44,21,44,44,43,21,44,44,43,43,21,21,44,44,44,43,43,43,44,43,44,43,44,21,21,21,21,44,21,21,44,43,21,21,44,21,44,43,44,44,21,44,21,43,43,44,44,44,21,21,21,44,21,21,21,44,44,43,43,44,43,43,43,44,21,21,43,43,44,44,43,43,44,43,43,21,44,44,44,43,44,44,44,43,43,21,43,44,44,43,43,44,21,21,21,21,43,44,44,21,43,21,21,43,21,44,44,43,21,21,44,21,43,21,43,21,21,21,43,44,44,21,44,21,21,44,21,44,21,21,43,43,21,21,43,44,43,21,43,44,21,43,21,44,43,44,43,21,43,43,43,21,21,43,43,21,43,44,21,21,43,44,21,44,44,43,21,21,43,44,21,43,43,21,44,21,21,21,43,21,21,44,43,44,43,43,43,21,44,43,43,44,43,44,44,43,43,21,43,43,43,43,44,44,44,44,43,44,44,43,21,43,21,43,43,21,21,44,44,43,44,44,43,44,44,44,21,44,44,44,21,43,44,21,21,21,44,44,44,44,21,43,21,44,44,44,43,44,21,21,44,21,21,43,43,43,21,44,44,44,44,44,21,21,21,21,44,44,43,44,43,21,44,44,44,21,43,44,21,21,44,44,21,43,43,43,43,43,21,43,21,43,44,21,21,21,44,43,43,21,21,43,44,21,43,43,21,44,21,44,44,21,44,21,21,43,21,44,44,43,43,44,21,44,43,21,44,43,44,21,21,43,44,43,44,43,43,44,21,43,44,44,21,21,44,43,21,43,44,21,44,43,43,43,21,44,21,44,43,43,21,21,43,44,21,21,43,44,43,21,44,43,44,43,44,44,21,44,44,44,21,21,43,43,44,43,43,43,43,44,21,44,44,44,44,21,21,44,44,21,21,44,43,43,21,44,21,21
43,44,21,43,30,31,31,31,32,21,44,44,44,44,43,21,21,21,21,21,43,44,44,44,21,43,44,44,21,21,44,43,21,44,44,44,44,21,43,44,43,21,43,44,44,43,44,44,43,44,21,21,21,21,21,44,43,44,43,43,21,21,21,43,44,21,44,43,44,43,44,21,43,44,21,43,21,21,44,44,21,43,43,43,43,21,21,44,21,21,44,43,21,21,44,43,43,21,21,43,21,43,43,43,21,21,44,43,44,21,43,21,43,21,44,21,21,43,43,43,43,21,44,21,43,44,21,21,21,44,44,44,43,44,21,43,44,43,44,21,44,21,43,44,44,44,21,21,43,21,43,21,21,43,43,43,44,43,43,44,44,43,44,43,21,21,43,43,21,44,43,43,44,43,43,21,21,21,44,43,21,21,21,43,44,44,43,21,21,44,21,21,21,44,44,43,44,21,21,21,43,43,21,21,44,43,43,43,21,44,44,21,44,21,21,21,21,44,43,43,44,21,21,43,43,44,43,44,44,21,21,21,21,43,44,44,43,44,43,43,44,43,44,21,44,21,43,43,21,21,21,44,44,43,21,44,21,43,43,43,44,43,21,44,21,21,44,44,44,21,43,21,43,21,21,43,21,21,21,21,21,21,21,21,43,43,21,21,43,21,44,43,43,44,44,43,44,44,43,43,44,44,44,44,43,43,43,21,21,21,21,21,44,21,44,43,43,43,44,43,44,21,21,21,21,44,21,21,43,21,43,44,21,43,21,21,21,21,44,43,43,21,21,43,44,43,43,43,44,43,43,43,43,43,21,44,44,44,44,44,21,44,21,21,44,43,43,21,43,44,43,21,44,43,43,43,44,44,44,21,43,21,43,44,43,21,44,21,44,43,43,43,43,21,44,44,21,43,21,43,44,44,44,21,44,43,43,21,44,43,44,43,21,21,43,21,21,21,44,44,44,21,21,44,44,44,44,21,44,21,44,43,43,43,43,43,43,21,44,21,43,21,43,43,21,44,21,43,43,43,44,21,43,43,21,43,44,44,21,43,43,43,44,44,44,44,44,43,21,43,44,43,43,43,44,43,21,44,21,43,43,21,43,44,43,21,43,43,21,43,43,21,44,43,43,44,44,44,44,21
